,id,executedOn,croppableAreaId,croppableAreaName,IsSoilmoi4,PlantHeig3,WaterHeig0,FieldPhot1hldr,FieldPhot2hldr,Soilmoist5hldr,Date,executedOn_time,Photo1_link,Photo2_link
2716,334203,2023-11-03T08:46:09.785Z,19796,Field 46,Yes,129.0,0.0,compress1699001173440.jpg,compress1699001179473.jpg,"[{'size': 14361370, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '86f7cef0-7a25-11ee-94b5-3974595f415a', 'originalFileName': '1699001206431.jpg'}]",2023-11-03,08:46:09.785000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699001173440.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699001179473.jpg
2718,334302,2023-11-03T08:59:00.649Z,19799,Field 49,,122.0,0.0,compress1699001944953.jpg,compress1699001949880.jpg,,2023-11-03,08:59:00.649000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699001944953.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699001949880.jpg
2702,324951,2023-11-03T05:36:18.277Z,123752,Field 30|CA-1,,110.0,0.0,compress1698989788039.jpg,compress1698989793507.jpg,,2023-11-03,05:36:18.277000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698989788039.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698989793507.jpg
2723,334751,2023-11-03T08:53:27.021Z,20058,Field 58,Yes,121.0,0.0,compress1699001610958.jpg,compress1699001616673.jpg,"[{'size': 11150808, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'a98f97d0-7a26-11ee-b49a-bbe9acea8c11', 'originalFileName': '1699001693553.jpg'}]",2023-11-03,08:53:27.021000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699001610958.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699001616673.jpg
2710,330401,2023-11-03T10:25:49.32Z,19776,Field 26,Yes,117.0,18.0,compress1699007159445.jpg,compress1699007169405.jpg,"[{'size': 1781945, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '70776e20-7a33-11ee-a4aa-c5783b9abfd4', 'originalFileName': 'compress1699007183153.jpg'}]",2023-11-03,10:25:49.320000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699007159445.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699007169405.jpg
2719,334601,2023-11-03T06:00:45.907Z,20053,Field 53,Yes,141.0,2.0,compress1698991250923.jpg,compress1698991255884.jpg,"[{'size': 10649784, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '73f7bb10-7a0e-11ee-ae07-09381842b21e', 'originalFileName': '1698991296318.jpg'}]",2023-11-03,06:00:45.907000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698991250923.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698991255884.jpg
2706,327851,2023-11-03T08:42:55.32Z,19794,Field 44,,120.0,3.0,compress1699000980595.jpg,compress1699000985714.jpg,,2023-11-03,08:42:55.320000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699000980595.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699000985714.jpg
2698,324152,2023-11-03T05:40:12.082Z,20056,Field 56,Yes,130.0,2.0,compress1698990080282.jpg,compress1698990085580.jpg,"[{'size': 16832072, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'ab18c420-7a0b-11ee-8669-a7aa3d1b3ad3', 'originalFileName': '1698990099003.jpg'}]",2023-11-03,05:40:12.082000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698990080282.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698990085580.jpg
2699,324153,2023-11-03T05:46:32.522Z,19793,Field 43,Yes,125.0,3.0,compress1698990400501.jpg,compress1698990405900.jpg,"[{'size': 10812122, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '6fd94410-7a0c-11ee-868f-3d9410e8562b', 'originalFileName': '1698990430123.jpg'}]",2023-11-03,05:46:32.522000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698990400501.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698990405900.jpg
2684,322152,2023-11-03T03:54:44.503Z,19779,Field 29,,103.0,1.0,compress1698983694262.jpg,compress1698983698815.jpg,,2023-11-03,03:54:44.503000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698983694262.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698983698815.jpg
2685,322852,2023-11-03T04:39:42.96Z,19770,Field 20,,99.0,0.0,compress1698986389335.jpg,compress1698986394702.jpg,,2023-11-03,04:39:42.960000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698986389335.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698986394702.jpg
2686,322853,2023-11-03T04:45:04.412Z,19756,Field 6,Yes,98.0,0.0,compress1698986707858.jpg,compress1698986713416.jpg,"[{'size': 3030023, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'e60630c0-7a03-11ee-a31b-67b90b678082', 'originalFileName': '1698986764868.jpg'}]",2023-11-03,04:45:04.412000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698986707858.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698986713416.jpg
2688,323001,2023-11-03T04:31:51.809Z,19762,Field 12,Yes,99.0,0.0,compress1698985916461.jpg,compress1698985957834.jpg,"[{'size': 3024432, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '0e4fd420-7a02-11ee-ac7d-e9210cbdc71f', 'originalFileName': '1698985973493.jpg'}]",2023-11-03,04:31:51.809000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698985916461.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698985957834.jpg
2689,323002,2023-11-03T04:38:23.745Z,168801,Field-P|CA-1,,99.0,3.0,compress1698986309295.jpg,compress1698986313722.jpg,,2023-11-03,04:38:23.745000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698986309295.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698986313722.jpg
2690,323401,2023-11-03T04:37:01.41Z,19764,Field 14,Yes,99.0,0.0,compress1698986225151.jpg,compress1698986230657.jpg,"[{'size': 1745977, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'acc32ee0-7a02-11ee-b7f8-154f8588c95a', 'originalFileName': 'compress1698986238913.jpg'}, {'size': 1745025, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'acc37d00-7a02-11ee-a496-33aa68104976', 'originalFileName': 'compress1698986239748.jpg'}]",2023-11-03,04:37:01.410000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698986225151.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698986230657.jpg
2691,323402,2023-11-03T05:30:26.75Z,20052,Field 52,Yes,124.0,4.0,compress1698989435728.jpg,compress1698989442621.jpg,"[{'size': 9943016, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'c8a82e60-7a0e-11ee-9f27-e97704275e16', 'mobileAPIHldr': 'data.customAttributesEntered.Soilmoist5hldr', 'originalFileName': '1698991437436.jpg'}]",2023-11-03,05:30:26.750000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698989435728.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698989442621.jpg
2687,322854,2023-11-03T05:11:56.116Z,19789,Field 39,,112.0,5.0,compress1698988328742.jpg,compress1698988332968.jpg,,2023-11-03,05:11:56.116000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698988328742.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698988332968.jpg
2693,323502,2023-11-03T04:42:55.183Z,19761,Field 11,,97.0,0.0,compress1698986584079.jpg,compress1698986601054.jpg,,2023-11-03,04:42:55.183000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698986584079.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698986601054.jpg
2697,323951,2023-11-03T04:57:11.892Z,19785,Field 35,Yes,116.0,0.0,compress1698987443858.jpg,compress1698987459686.jpg,"[{'size': 1801533, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '8efa5660-7a05-11ee-ac2a-210849372a64', 'originalFileName': 'compress1698987477991.jpg'}]",2023-11-03,04:57:11.892000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698987443858.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698987459686.jpg
2692,323501,2023-11-03T04:40:11.911Z,19771,Field 21,Yes,99.0,5.0,compress1698986418370.jpg,compress1698986424621.jpg,"[{'size': 237769, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '2e4f65f0-7a03-11ee-8963-cf649f1166ee', 'originalFileName': '1698986456470.jpg'}]",2023-11-03,04:40:11.911000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698986418370.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698986424621.jpg
2695,323653,2023-11-03T04:58:27.487Z,19755,Field 5,Yes,99.0,0.0,compress1698987512634.jpg,compress1698987518158.jpg,"[{'size': 1593684, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'af3957a0-7a05-11ee-8462-9199fd7c9494', 'originalFileName': 'compress1698987531202.jpg'}, {'size': 1631622, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'af397eb0-7a05-11ee-a62c-01450e90f183', 'originalFileName': 'compress1698987532537.jpg'}]",2023-11-03,04:58:27.487000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698987512634.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698987518158.jpg
2696,323801,2023-11-03T04:47:59.75Z,19757,Field 7,,80.0,0.0,compress1698986895516.jpg,compress1698986900115.jpg,,2023-11-03,04:47:59.750000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698986895516.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698986900115.jpg
2694,323651,2023-11-03T04:41:27.346Z,19777,Field 27,Yes,110.0,18.0,compress1698986494457.jpg,compress1698986500306.jpg,"[{'size': 1966180, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '5f3abe80-7a03-11ee-b960-f5afd1a5aa29', 'originalFileName': 'compress1698986526146.jpg'}]",2023-11-03,04:41:27.346000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698986494457.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1698986500306.jpg
2796,345256,2023-11-04T08:57:41.875Z,19488,Field 167,Yes,116.0,0.0,compress1699088267780.jpg,compress1699088281817.jpg,,2023-11-04,08:57:41.875000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699088267780.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699088281817.jpg
2789,345051,2023-11-04T07:27:44.427Z,19755,Field 5,Yes,99.0,5.0,compress1699082870830.jpg,compress1699082877000.jpg,"[{'size': 3218050, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'c0402c20-7ae3-11ee-b0f0-6b2c3ae66626', 'originalFileName': '1699082908859.jpg'}]",2023-11-04,07:27:44.427000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699082870830.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699082877000.jpg
2795,345254,2023-11-04T08:31:33.682Z,19488,Field 167,Yes,116.0,0.0,compress1699086697812.jpg,compress1699086706071.jpg,"[{'size': 702713, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'a56982d0-7aec-11ee-ab28-29aa0d838cd0', 'originalFileName': 'compress1699086727068.jpg'}, {'size': 679837, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'a569d0f0-7aec-11ee-af67-41da6ba92596', 'originalFileName': 'compress1699086729295.jpg'}]",2023-11-04,08:31:33.682000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699086697812.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699086706071.jpg
2798,345502,2023-11-04T07:44:33.979Z,19453,Field 132,,110.0,0.0,compress1699083887274.jpg,compress1699083897832.jpg,,2023-11-04,07:44:33.979000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699083887274.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699083897832.jpg
2794,345253,2023-11-04T08:09:11.029Z,19456,Field 135,Yes,104.0,0.0,compress1699085359045.jpg,compress1699085370050.jpg,"[{'size': 1572910, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'a7c92510-7ae9-11ee-a5be-999c385d412a', 'originalFileName': 'compress1699085441919.jpg'}, {'size': 1569569, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'a7c99a40-7ae9-11ee-9d56-ebbf091cd4da', 'originalFileName': 'compress1699085442508.jpg'}, {'size': 1570933, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'a7c9c150-7ae9-11ee-a946-ed810c18a280', 'originalFileName': 'compress1699085443052.jpg'}, {'size': 1569137, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'a7c9e860-7ae9-11ee-9462-2b83524ebb5e', 'originalFileName': 'compress1699085443602.jpg'}, {'size': 1580526, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'a7ca0f70-7ae9-11ee-bcb8-b356957da5d9', 'originalFileName': 'compress1699085444032.jpg'}, {'size': 1556931, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'a7ca3680-7ae9-11ee-8018-f59850e0872b', 'originalFileName': 'compress1699085444537.jpg'}]",2023-11-04,08:09:11.029000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699085359045.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699085370050.jpg
2799,345504,2023-11-04T04:39:46.781Z,20053,Field 53,Yes,142.0,0.0,compress1699072789960.jpg,compress1699072796385.jpg,"[{'size': 10649784, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '468655b0-7acc-11ee-99a0-7d1343f0fcdc', 'originalFileName': '1699072823615.jpg'}]",2023-11-04,04:39:46.781000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699072789960.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699072796385.jpg
2793,345157,2023-11-04T09:21:37.729Z,19489,Field 168,Yes,99.0,0.0,compress1699089708531.jpg,compress1699089742284.jpg,"[{'size': 647899, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'c930bc40-7af3-11ee-9888-0d5bf61e661c', 'originalFileName': 'compress1699089779599.jpg'}, {'size': 657422, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'c930e350-7af3-11ee-9b6a-cdc3e720da45', 'originalFileName': 'compress1699089795742.jpg'}]",2023-11-04,09:21:37.729000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699089708531.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699089742284.jpg
2792,345153,2023-11-04T07:46:25.315Z,19452,Field 131,Yes,112.0,0.0,compress1699084001413.jpg,compress1699084013349.jpg,"[{'size': 1353598, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '72660760-7ae6-11ee-ad32-0598da5c0dcd', 'originalFileName': 'compress1699084063441.jpg'}, {'size': 1358869, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '72665580-7ae6-11ee-8ff8-d5b5d61a4db9', 'originalFileName': 'compress1699084064037.jpg'}, {'size': 1334252, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '7266a3a0-7ae6-11ee-a00a-5771c21b1024', 'originalFileName': 'compress1699084064608.jpg'}, {'size': 1359219, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '7266a3a0-7ae6-11ee-8f6c-51dba88fdda4', 'originalFileName': 'compress1699084065111.jpg'}, {'size': 1343782, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '7266cab0-7ae6-11ee-9f7c-d38cb557a696', 'originalFileName': 'compress1699084065603.jpg'}, {'size': 1336285, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '7266f1c0-7ae6-11ee-bc46-1b509849c778', 'originalFileName': 'compress1699084066134.jpg'}]",2023-11-04,07:46:25.315000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699084001413.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699084013349.jpg
2791,345151,2023-11-04T07:28:47.615Z,19195,Field 124,Yes,105.0,0.0,compress1699082960075.jpg,compress1699082971966.jpg,"[{'size': 1436764, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '0108a520-7ae4-11ee-b13c-3d376ee1eb33', 'originalFileName': 'compress1699083014473.jpg'}, {'size': 1432171, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '01091a50-7ae4-11ee-8d9a-c903cd1781c3', 'originalFileName': 'compress1699083015041.jpg'}, {'size': 1431908, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '01096870-7ae4-11ee-845b-9b91b3e9567d', 'originalFileName': 'compress1699083015578.jpg'}, {'size': 1433353, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '01098f80-7ae4-11ee-94ee-cb82da2b67f4', 'originalFileName': 'compress1699083016083.jpg'}, {'size': 1422208, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '010a79e0-7ae4-11ee-bf67-21a0ef2fe9d8', 'originalFileName': 'compress1699083016584.jpg'}, {'size': 1436705, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '010aa0f0-7ae4-11ee-af47-f96a4d39c857', 'originalFileName': 'compress1699083017068.jpg'}]",2023-11-04,07:28:47.615000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699082960075.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699082971966.jpg
2790,345053,2023-11-04T08:22:34.379Z,19789,Field 39,,113.0,4.0,compress1699086162310.jpg,compress1699086167829.jpg,,2023-11-04,08:22:34.379000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699086162310.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699086167829.jpg
2797,345501,2023-11-04T07:36:18.785Z,19451,Field 130,,120.0,0.0,compress1699083413714.jpg,compress1699083422927.jpg,,2023-11-04,07:36:18.785000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699083413714.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699083422927.jpg
2788,344901,2023-11-04T07:20:03.379Z,19194,Field 123,,102.0,0.0,compress1699082521736.jpg,compress1699082530374.jpg,,2023-11-04,07:20:03.379000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699082521736.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699082530374.jpg
2781,344204,2023-11-04T07:25:59.895Z,19193,Field 122,,103.0,0.0,compress1699082771609.jpg,compress1699082783313.jpg,,2023-11-04,07:25:59.895000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699082771609.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699082783313.jpg
2786,344655,2023-11-04T08:23:42.649Z,19457,Field 136,,103.0,0.0,compress1699086233783.jpg,compress1699086262721.jpg,,2023-11-04,08:23:42.649000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699086233783.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699086262721.jpg
2785,344654,2023-11-04T08:02:56.821Z,19785,Field 35,Yes,116.0,5.0,compress1699085003530.jpg,compress1699085008460.jpg,"[{'size': 1971477, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'fc90bf50-7ae8-11ee-817f-7df3c98b8a15', 'originalFileName': 'compress1699085157043.jpg'}]",2023-11-04,08:02:56.821000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699085003530.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699085008460.jpg
2784,344651,2023-11-04T07:14:22.938Z,19753,Field 3,Yes,98.0,0.0,compress1699082066499.jpg,compress1699082072047.jpg,"[{'size': 1478516, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'da714270-7ae1-11ee-a5c3-11a90456dbd8', 'originalFileName': 'compress1699082092523.jpg'}, {'size': 1511029, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'da716980-7ae1-11ee-a41e-234d56371cf5', 'originalFileName': 'compress1699082093929.jpg'}]",2023-11-04,07:14:22.938000,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699082066499.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1699082072047.jpg
